order-line,Assembly Line,Scheduled Ship Date,Orig Sched Date,Status,Sales Category,Rework,Order,Sched Date Priority,Issue Reason,Issue Resolved,Contains Tag,Line,Rel,Open Qty,Total Sections,Product Code,Final Assembly,Open Value,Open Discount Value,Comment,Sales Rep Code,PM,Operations Meeting Comments,Production Comment,Fixture Type,Pick Status,MachineShop Delivered,Wiring Delivered,Production Issue,NT,Material Check,Missing Materials,Schedule Date,Status2,Production Schedule,Unit Price,Unit Time,Section Completed,Remaining Section,Remaining value,Remaining Time,Issue,Rep. Count,Year,Month,Date,Order Count,Complete/Partial,Saw,BA ,weld,lens
77922-11,4,2/13/2019,2/13/2019,Machine Shop Started,Regular,FALSE,77922,Priority,,FALSE,,11,1,4,8,TB4DILED-640-400-80-35-SL-SO-16'-W-UNV-DP-2-CA(120),88,11485.12,0,,Smart Li,Zahra Vatani,,,P4-16',,,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,1435.64,11,0,8,11485.12,88,,0,2019,2,13,1,Complete,TRUE,FALSE,,
77440-1,7,2/1/2019,2/1/2019,Given to Shipping,Regular,FALSE,77440,Regular,Wrong part in BOM,TRUE,WAITING FOR CARTRIDGES,1,1,2,12,STFC-I(6-175)-DSO(12-400)-80-35-AH(6)-W-UNV-MD-1-CA(36)-RC,64,1324,0,,Rocky Mt,Sacha Lempka,Ship: Feb 5th  Edited on 2/5/2019 ,,,Picked - Complete,2/7/2019 0:00,2/3/2019 0:00,FALSE,FALSE,NO,,,Given to Shipping,,110.3333333,5.333333333,12,0,0,0,,1,2019,2,1,1,Complete,TRUE,TRUE,,Done
76528-1,12,1/28/2019,1/28/2019,Machine Shop Finished,Mockup/Samples,FALSE,76528,Regular,Others,FALSE,SUB ASSEMBLY,1,1,1,1,"SCML-6-BW-700-MLB(6)-1000-BLK-80-35-BLK-UNV-DP-2-CA(36)-C(CORD, PLUG & DIMMER)",8.6,1060,1060,,Clarus,Christina Torok,Ship: Jan 29th  Edited on 1/28/2019 :: Ship: Jan 30th  Edited on 1/29/2019 ::: Ship: Jan 31st  Edited on 1/30/2019  - Elizabeth to follow up Sub Assembly.  Edited on 2/1/2019 ,,A,,,1/24/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,1060,8.6,0,1,1060,8.6,Others,1,2019,1,28,1,Complete,TRUE,TRUE,,Done
78423-8,7,2/12/2019,2/12/2019,Machine Shop Finished,Regular,FALSE,78423,Regular,,FALSE,,8,1,3,3,"SP19018(1)-SCR-1000-80-35-FL-5' 4""-W-UNV-DP-1-TG9",16.5,1712.96301,0,,Vanguard,Philip Halsey,,,F1,Picked - Complete,,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Finished - Incomplete,,570.98767,5.5,0,3,1712.96301,16.5,,1,2019,2,12,1,Complete,TRUE,TRUE,,
78423-9,7,2/12/2019,2/12/2019,Machine Shop Finished,Regular,FALSE,78423,Regular,,FALSE,,9,1,2,2,"SP19018(1)-SCR-1000-80-35-FL-5' 4""-W-UNV-DP-1-TG9-B1(BSL10LST)",18.6,1570.21608,0,,Vanguard,Philip Halsey,,,F1 EM,Picked - Complete,,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Finished - Incomplete,,785.10804,9.3,0,2,1570.21608,18.6,,0,2019,2,12,1,Complete,TRUE,TRUE,,
78423-10,7,2/12/2019,2/12/2019,Machine Shop Finished,Regular,FALSE,78423,Regular,,FALSE,,10,1,2,2,"SP19018(1)-SCR-1000-80-35-FL-6' 3""-W-UNV-DP-1-TG9",11,1296.61782,0,,Vanguard,Philip Halsey,,,F2,Picked - Complete,,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Finished - Incomplete,,648.30891,5.5,0,2,1296.61782,11,,0,2019,2,12,1,Complete,TRUE,TRUE,,
78423-11,7,2/12/2019,2/12/2019,Machine Shop Finished,Regular,FALSE,78423,Regular,,FALSE,,11,1,2,2,"SP19018(1)-SCR-1000-80-35-FL-6' 3""-W-UNV-DP-1-TG9-B1(BSL10LST)",18.6,1724.85858,0,,Vanguard,Philip Halsey,,,F2 EM,Picked - Complete,,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Finished - Incomplete,,862.42929,9.3,0,2,1724.85858,18.6,,0,2019,2,12,1,Complete,TRUE,TRUE,,
78423-12,7,2/12/2019,2/12/2019,Machine Shop Finished,Regular,FALSE,78423,Regular,,FALSE,,12,1,2,2,"SP19018(1)-SCR-1000-80-35-FL-5' 6""-W-UNV-DP-1-TG9",11,1141.97534,0,,Vanguard,Philip Halsey,,,F3,Picked - Complete,,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Finished - Incomplete,,570.98767,5.5,0,2,1141.97534,11,,0,2019,2,12,1,Complete,TRUE,TRUE,,
78423-13,7,2/12/2019,2/12/2019,Machine Shop Finished,Regular,FALSE,78423,Regular,,FALSE,,13,1,1,1,"SP19018(1)-SCD-1000-80-35-FL-6' 3""-W-UNV-DP-1-SA(18)",5.5,606.6744,0,,Vanguard,Philip Halsey,,,F4,Picked - Complete,,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Finished - Incomplete,,606.6744,5.5,0,1,606.6744,5.5,,0,2019,2,12,1,Complete,TRUE,TRUE,,
78423-14,7,2/12/2019,2/12/2019,Machine Shop Finished,Regular,FALSE,78423,Regular,,FALSE,,14,1,1,1,"SP19018(1)-SCD-1000-80-35-FL-6' 3""-W-UNV-DP-1-SA(18)-B1(BSL10LST)",9.3,820.79477,0,,Vanguard,Philip Halsey,,,F4 EM,Picked - Complete,,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Finished - Incomplete,,820.79477,9.3,0,1,820.79477,9.3,,0,2019,2,12,1,Complete,TRUE,TRUE,,
74695-1,10,2/7/2019,2/7/2019,Machine Shop Started,Regular,FALSE,74695,Regular,,FALSE,,1,1,28,28,DIALED-22-2500-80-35-VL-W-UNV-DP-1-TB9,78.4,4060,0,,JCWright,George Bacalla,,,AR8,,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,145,2.8,0,28,4060,78.4,,1,2019,2,7,2,Partial,FALSE,TRUE,,Done
74695-2,10,2/7/2019,2/7/2019,Machine Shop Started,Regular,FALSE,74695,Regular,,FALSE,,2,1,14,14,DIALED-11-1600-80-35-VL-W-UNV-DP-1-DF,30.8,2030,0,,JCWright,George Bacalla,,,AS3,,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,145,2.2,0,14,2030,30.8,,0,2019,2,7,2,Partial,FALSE,TRUE,,Done
74695-3,10,2/7/2019,2/7/2019,Machine Shop Started,Regular,FALSE,74695,Regular,,FALSE,,3,1,8,8,DIALED-11-1600-80-35-VL-W-UNV-DP-E(1)-DF-B1,48,2912,0,,JCWright,George Bacalla,,,AS3E,,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,364,6,0,8,2912,48,,0,2019,2,7,2,Partial,FALSE,TRUE,,Done
74695-4,10,2/7/2019,2/7/2019,Machine Shop Started,Regular,FALSE,74695,Regular,,FALSE,,4,1,3,3,DIALED-14-4000-80-30-VL-W-UNV-DP-1-DF,9.3,537,0,,JCWright,George Bacalla,,,AS5,,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,179,3.1,0,3,537,9.3,,0,2019,2,7,2,Partial,FALSE,TRUE,,Done
74695-5,10,2/7/2019,2/7/2019,Machine Shop Finished,Regular,FALSE,74695,Regular,,FALSE,,5,1,3,3,BMDLED-750-80-35-SO-4'-BLK-UNV-DP-1-CT9(36),14.4,615,0,,JCWright,George Bacalla,,,L1-4',Picked - Complete,1/29/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,205,4.8,0,3,615,14.4,,1,2019,2,7,2,Partial,TRUE,TRUE,,Done
79411-1,10,2/7/2019,2/7/2019,Machine Shop Started,Regular,FALSE,79411,High Priority,,FALSE,,1,1,37,37,DAYFLED-22-3000-80-35-SO-W-UNV-DP-1-TB15,85.1,6105,0,,IllumBos,Philip Halsey,,,L6,,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,165,2.3,0,37,6105,85.1,,1,2019,2,7,1,Complete,FALSE,FALSE,,
76823-1,4,2/4/2019,2/4/2019,Machine Shop Finished,Regular,FALSE,76823,Priority,Mechanical issue,TRUE,DIMMING ISSUE,1,1,13,13,ZERLED-TR-400-80-35-4-W-UNV-DP-1-TG9,65.13,4784,0,LINE 1-6: NOT BEFORE FEB.4TH   (LINE 1 IS RELEASE 1 ONLY)LINE 7-13: NOT BEFORE FEB.4TH,Lumilux,Sacha Lempka,Material needs to be picked from Stores - Elizabeth follow diming issue.  Edited on 2/1/2019,,A4-4FT,Picked - Complete,1/25/2019 0:00,2/1/2019 0:00,FALSE,TRUE,NO,,,Machine Shop Finished - Incomplete,,368,5.01,0,13,4784,65.13,,1,2019,2,4,3,Partial,TRUE,TRUE,,Done
76823-3,4,2/4/2019,2/4/2019,Machine Shop Finished,Regular,FALSE,76823,Priority,Mechanical issue,FALSE,END CAP,3,1,20,20,ZERLED-TR-400-80-35-8-W-UNV-DP-1-TG9,163.8,14720,0,LINE 1-6: NOT BEFORE FEB.4TH   (LINE 1 IS RELEASE 1 ONLY)LINE 7-13: NOT BEFORE FEB.4TH,Lumilux,Sacha Lempka,Ship: Feb 6th  Edited on 2/5/2019 ,,A4-8FT,Picked - Complete,1/25/2019 0:00,2/1/2019 0:00,FALSE,TRUE,NO,,,Machine Shop Finished - Incomplete,,736,8.19,0,20,14720,163.8,Mechanical issue,0,2019,2,4,3,Partial,TRUE,TRUE,,Done
76823-4,4,2/4/2019,2/4/2019,Machine Shop Finished,Regular,FALSE,76823,Priority,,FALSE,,4,1,9,9,ZERLED-TR-400-80-35-12-W-UNV-DP-1-TG9,103.68,9936,0,LINE 1-6: NOT BEFORE FEB.4TH   (LINE 1 IS RELEASE 1 ONLY)LINE 7-13: NOT BEFORE FEB.4TH,Lumilux,Sacha Lempka,,,A4-12FT,Picked - Complete,1/25/2019 0:00,2/1/2019 0:00,FALSE,TRUE,NO,,,Machine Shop Finished - Incomplete,,1104,11.52,0,9,9936,103.68,,0,2019,2,4,3,Partial,TRUE,TRUE,,Done
76823-5,4,2/4/2019,2/4/2019,Machine Shop Finished,Regular,FALSE,76823,Priority,,FALSE,,5,1,1,2,ZERLED-TR-400-80-35-16-W-UNV-DP-1-TG9,16.3,1472,0,LINE 1-6: NOT BEFORE FEB.4TH   (LINE 1 IS RELEASE 1 ONLY)LINE 7-13: NOT BEFORE FEB.4TH,Lumilux,Sacha Lempka,,,A4-16FT,Picked - Complete,1/25/2019 0:00,2/1/2019 0:00,FALSE,TRUE,NO,,,Machine Shop Finished - Incomplete,,736,8.15,0,2,1472,16.3,,0,2019,2,4,3,Partial,TRUE,TRUE,,Done
76823-6,4,2/4/2019,2/4/2019,Machine Shop Finished,Regular,FALSE,76823,Priority,,FALSE,,6,1,2,4,ZERLED-TR-400-80-35-20-W-UNV-DP-1-TG9,39.64,3680,0,LINE 1-6: NOT BEFORE FEB.4TH   (LINE 1 IS RELEASE 1 ONLY)LINE 7-13: NOT BEFORE FEB.4TH,Lumilux,Sacha Lempka,,,A4-20FT,Picked - Complete,1/25/2019 0:00,2/1/2019 0:00,FALSE,TRUE,NO,,,Machine Shop Finished - Incomplete,,920,9.91,0,4,3680,39.64,,0,2019,2,4,3,Partial,TRUE,TRUE,,Done
76823-7,7,2/4/2019,2/4/2019,Wiring Started,Regular,FALSE,76823,Priority,Mechanical issue,FALSE,EN16073-SL,7,1,6,24,STFD-DSO(16-400)-80-35-AL(3)-AP-120-MD-1-CA(72)-RC,132,8250,0,LINE 1-6: NOT BEFORE FEB.4TH   (LINE 1 IS RELEASE 1 ONLY)LINE 7-13: NOT BEFORE FEB.4TH,Lumilux,Sacha Lempka,,,C1-16FT,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Wiring Issue,,343.75,5.5,24,0,0,0,Mechanical issue,1,2019,2,4,3,Partial,TRUE,TRUE,,Done
76823-8,7,2/4/2019,2/4/2019,Wiring Started,Regular,FALSE,76823,Priority,Mechanical issue,FALSE,EN16073-SL,8,1,3,15,STFD-DSO(20-400)-80-35-AL(4)-AP-120-MD-1-CA(72)-RC,81,5130,0,LINE 1-6: NOT BEFORE FEB.4TH   (LINE 1 IS RELEASE 1 ONLY)LINE 7-13: NOT BEFORE FEB.4TH,Lumilux,Sacha Lempka,,,C1-20FT,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Wiring Issue,,342,5.4,15,0,0,0,Mechanical issue,0,2019,2,4,3,Partial,TRUE,TRUE,,Done
76823-9,7,2/4/2019,2/4/2019,Wiring Started,Regular,FALSE,76823,Priority,,FALSE,,9,1,1,2,STD-SO-400-80-35-16-AP-120-MD-1-CA(72)-RC,16,1190,0,LINE 1-6: NOT BEFORE FEB.4TH   (LINE 1 IS RELEASE 1 ONLY)LINE 7-13: NOT BEFORE FEB.4TH,Lumilux,Sacha Lempka,,,C2-16FT,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Wiring Issue,,595,8,2,0,0,0,,0,2019,2,4,3,Partial,TRUE,TRUE,,Done
76823-10,7,2/4/2019,2/4/2019,Wiring Started,Regular,FALSE,76823,Priority,,FALSE,,10,1,1,3,STD-SO-400-80-35-20-AP-120-MD-1-CA(72)-RC,16,1470,0,LINE 1-6: NOT BEFORE FEB.4TH   (LINE 1 IS RELEASE 1 ONLY)LINE 7-13: NOT BEFORE FEB.4TH,Lumilux,Sacha Lempka,,,C2-20FT,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Wiring Issue,,490,5.333333333,3,0,0,0,,0,2019,2,4,3,Partial,TRUE,TRUE,,Done
76823-11,7,2/4/2019,2/4/2019,Wiring Started,Regular,FALSE,76823,Priority,,FALSE,,11,1,9,81,STFD-DSO(36-400)-80-35-AH(4)+AY(2)-AP-120-MD-1-CA(72)-RC,441,27450,0,LINE 1-6: NOT BEFORE FEB.4TH   (LINE 1 IS RELEASE 1 ONLY)LINE 7-13: NOT BEFORE FEB.4TH,Lumilux,Sacha Lempka,,,C3,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Wiring Issue,,338.8888889,5.444444444,90,-9,-3050,-49,,0,2019,2,4,3,Partial,TRUE,TRUE,,Done
76823-12,7,2/4/2019,2/4/2019,Wiring Started,Regular,FALSE,76823,Priority,,FALSE,,12,1,4,24,STFD-DSO(12-400)-80-35-AH(6)-AP-120-MD-1-CA(72)-RC,132,4920,0,LINE 1-6: NOT BEFORE FEB.4TH   (LINE 1 IS RELEASE 1 ONLY)LINE 7-13: NOT BEFORE FEB.4TH,Lumilux,Sacha Lempka,,,C4,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Wiring Issue,,205,5.5,15,9,1845,49.5,,0,2019,2,4,3,Partial,TRUE,TRUE,,Done
76823-13,7,2/4/2019,2/4/2019,Machine Shop Finished,Regular,FALSE,76823,Priority,,FALSE,,13,1,10,10,ZESQDI-SL-50/50-800-80-35-SO-12-AP-UNV-MD-1-CA(72),120,11040,0,LINE 1-6: NOT BEFORE FEB.4TH   (LINE 1 IS RELEASE 1 ONLY)LINE 7-13: NOT BEFORE FEB.4TH,Lumilux,Sacha Lempka,,,D-12FT,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,1104,12,0,10,11040,120,,1,2019,2,4,3,Partial,TRUE,TRUE,,Done
79035-1,12,2/11/2019,2/11/2019,Machine Shop Started,Replacement,FALSE,79035,Regular,Others,FALSE,,1,1,1,2,SCRPAT-ASO-90-300-80-35-0.5M-10'-EX-W-120-DP-1-MFTB9,11,630,0,,Lumilux,Robert Lipura,,,L1-4 & L1-2-4'X6',Picked - Complete,2/4/2019 0:00,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,315,5.5,0,2,630,11,Others,1,2019,2,11,1,Complete,FALSE,FALSE,,
78994-1,12,2/7/2019,2/7/2019,Machine Shop Started,Regular,FALSE,78994,Regular,Wrong part in BOM,TRUE,Driver,1,1,2,2,SCDI-300-400-80-35-SO-FL-6-W-UNV-DP-1-CT15(72),19.4,1200,0,,Fortrem,Sacha Lempka,,,C6,Picked - Complete,,2/4/2019 0:00,FALSE,FALSE,NO,,,Machine Shop Started,,600,9.7,0,2,1200,19.4,,1,2019,2,7,1,Complete,TRUE,TRUE,,
78994-2,12,2/7/2019,2/7/2019,Machine Shop Started,Regular,FALSE,78994,Regular,,FALSE,,2,1,1,1,SCDI-300-400-80-35-SO-FL-8-W-UNV-DP-1-CA(72)-C(4.5 CANOPIES),9.7,800,0,,Fortrem,Sacha Lempka,,,C8,Picked - Complete,,2/4/2019 0:00,FALSE,FALSE,NO,,,Machine Shop Started,,800,9.7,0,1,800,9.7,,0,2019,2,7,1,Complete,TRUE,TRUE,,
78861-1,10,2/6/2019,2/6/2019,Wiring Started,Regular,FALSE,78861,Regular,,FALSE,,1,1,8,8,DIALED-22-4000-90-30-VL-W-120-DP-1-TB9,22.4,1344,0,,Internat,Rohan Srivastava,,,G-2X2,,,,FALSE,FALSE,NO,Material,,Wiring Issue,,168,2.8,8,0,0,0,,1,2019,2,6,1,Complete,TRUE,FALSE,,Done
78861-2,10,2/6/2019,2/6/2019,Wiring Started,Regular,FALSE,78861,Regular,,FALSE,,2,1,5,5,DIALED-22-3000-90-30-VL-W-120-BI-1-TB9,14,840,0,,Internat,Rohan Srivastava,,,G1-2X2,,,,FALSE,FALSE,NO,Material,,Wiring Issue,,168,2.8,2,3,504,8.4,,0,2019,2,6,1,Complete,TRUE,FALSE,,Done
78988-1,12,2/12/2019,2/12/2019,Machine Shop Started,Regular,FALSE,78988,High Priority,Shortage,FALSE,Extrusion,1,1,17,17,BBR-S-FL-8'-NL-T5-2-W-UNV-ERS-1-TB9,96.9,10217,0,MUST BE ON SITE FEB 21ST,Smart Li,Zahra Vatani,,,A-8',,2/4/2019 0:00,,FALSE,FALSE,NO,Material,,Machine Shop Started,,601,5.7,0,17,10217,96.9,Shortage,1,2019,2,12,1,Complete,TRUE,FALSE,,Done
78988-2,12,2/12/2019,2/12/2019,Machine Shop Started,Regular,FALSE,78988,High Priority,,FALSE,,2,1,7,7,BBR-S-FL-4-NL-T5-2-W-UNV-ERS-1-TB9,21,2296,0,MUST BE ON SITE FEB 21ST,Smart Li,Zahra Vatani,,,A1-4',,2/4/2019 0:00,,FALSE,FALSE,NO,Material,,Machine Shop Started,,328,3,0,7,2296,21,,0,2019,2,12,1,Complete,TRUE,FALSE,,Done
78968-1,12,2/13/2019,2/13/2019,Machine Shop Finished,Regular,FALSE,78968,Regular,,FALSE,,1,1,4,4,"BDLED-750-80-30-SO-4'-AP-120-DP-1-CT9(96"")",19.2,1312,0,,Salex,Jessica Pasternyk,,,A-4',,,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Finished - Incomplete,,328,4.8,0,4,1312,19.2,,1,2019,2,13,1,Complete,TRUE,TRUE,,Done
77432-1,1,2/13/2019,,Machine Shop Started,Regular,FALSE,77432,High Priority,,FALSE,,1,1,20,20,BRLED-400-80-35-FL-4-W-UNV-DP-1-DS,78,5920,0,Order re-scheduled must ship.,Internat,Gagandeep Singh,,,"F22-4'-0""",Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Started,,296,3.9,0,20,5920,78,,1,2019,2,13,1,Complete,TRUE,TRUE,,
77432-2,1,2/13/2019,,Machine Shop Started,Regular,FALSE,77432,High Priority,,FALSE,,2,1,16,16,BRLED-400-80-35-FL-6-W-UNV-DP-1-DS,116.8,7072,0,Order re-scheduled must ship.,Internat,Gagandeep Singh,,,"F22A-6'-0""",Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Started,,442,7.3,0,16,7072,116.8,,0,2019,2,13,1,Complete,TRUE,TRUE,,
77432-3,1,2/13/2019,,Machine Shop Started,Regular,FALSE,77432,High Priority,,FALSE,,3,1,14,42,"BDLED-400-80-35-SO-24'6""-W-UNV-DP-1-CA(60)",343,24766,0,Order re-scheduled must ship.,Internat,Gagandeep Singh,,,"F27-24'-0""",Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Started,,589.6666667,8.166666667,0,42,24766,343,,0,2019,2,13,1,Complete,TRUE,TRUE,,
77432-4,1,2/13/2019,,Machine Shop Started,Regular,FALSE,77432,High Priority,Shortage,FALSE,Extrusion,4,1,8,8,"BRLED-750-80-35-FL-6' 0""-DMLED(2)-C(RAL#7004)-UNV-DP-2-D",78.4,5296,0,Order re-scheduled must ship.,Internat,Gagandeep Singh,,,"F44-6'-0""",Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,662,9.8,0,8,5296,78.4,Shortage,0,2019,2,13,1,Complete,TRUE,TRUE,,
77432-5,1,2/13/2019,,Machine Shop Started,Regular,FALSE,77432,High Priority,,FALSE,,5,1,6,6,"BRLED-1000-80-35-FL-6' 0""-DMLED(2)-C(RAL#7004)-UNV-DP-2-D",58.8,3972,0,Order re-scheduled must ship.,Internat,Gagandeep Singh,,,"F45-6'-0""",Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Started,,662,9.8,0,6,3972,58.8,,0,2019,2,13,1,Complete,TRUE,TRUE,,
77432-6,1,2/13/2019,,Machine Shop Started,Regular,FALSE,77432,High Priority,,FALSE,,6,1,4,4,BRLED-750-80-35-FL-8-C(RAL#7004)-UNV-DP-1-D,25.6,2360,0,Order re-scheduled must ship.,Internat,Gagandeep Singh,,,"F45A-8'-0""",Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Started,,590,6.4,0,4,2360,25.6,,0,2019,2,13,1,Complete,TRUE,TRUE,,
77432-7,1,2/13/2019,,Machine Shop Started,Regular,FALSE,77432,High Priority,,FALSE,,7,1,26,26,"SLWLED-SL 75/25-800-80-35-VL-8' 0""-W-UNV-DP-1",187.2,26000,0,Order re-scheduled must ship.,Internat,Gagandeep Singh,,,"F50-8'-0""",Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Started,,1000,7.2,0,26,26000,187.2,,0,2019,2,13,1,Complete,TRUE,TRUE,,
75103-3,4,2/6/2019,1/14/2019,Machine Shop Finished,Regular,FALSE,75103,Priority,,FALSE,,3,1,6,6,TWRWLED-SL 90/10-1000-80-35-SO-4-W-120-DP-1,30,2880,0,"RELEASE 2 - TYPE B4, B6, B8, M4, M6, M8 - SHIP WHEN READY",HiTec QC,Sacha Lempka,,,B4-NIV5,,1/28/2019 0:00,2/5/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,480,5,0,6,2880,30,,1,2019,2,6,1,Complete,TRUE,TRUE,,Done
75103-4,4,2/6/2019,1/14/2019,Machine Shop Finished,Regular,FALSE,75103,Priority,,FALSE,,4,1,5,5,TWRWLED-SL 90/10-1000-80-35-SO-6-W-120-DP-1,40,3600,0,"RELEASE 2 - TYPE B4, B6, B8, M4, M6, M8 - SHIP WHEN READY",HiTec QC,Sacha Lempka,,,B6-NIV5,,1/28/2019 0:00,2/5/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,720,8,0,5,3600,40,,0,2019,2,6,1,Complete,TRUE,TRUE,,Done
75103-5,4,2/6/2019,1/14/2019,Machine Shop Finished,Regular,FALSE,75103,Priority,,FALSE,,5,1,12,12,TWRWLED-SL 90/10-1000-80-35-SO-8-W-120-DP-1,96,11520,0,"RELEASE 2 - TYPE B4, B6, B8, M4, M6, M8 - SHIP WHEN READY",HiTec QC,Sacha Lempka,,,B8-NIV5,,1/28/2019 0:00,2/5/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,960,8,0,12,11520,96,,0,2019,2,6,1,Complete,TRUE,TRUE,,Done
75103-6,4,2/6/2019,1/14/2019,Machine Shop Finished,Regular,FALSE,75103,Priority,,FALSE,,6,1,7,7,TWRLED-SL 90/10-1250-80-35-SO-4-W-120-DP-1-CTS(36),35,3360,0,"RELEASE 2 - TYPE B4, B6, B8, M4, M6, M8 - SHIP WHEN READY",HiTec QC,Sacha Lempka,,,M4-NIV5,,1/28/2019 0:00,2/5/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,480,5,0,7,3360,35,,0,2019,2,6,1,Complete,TRUE,TRUE,,Done
75103-7,4,2/6/2019,1/14/2019,Machine Shop Finished,Regular,FALSE,75103,Priority,,FALSE,,7,1,3,3,TWRLED-SL 90/10-1250-80-35-SO-6-W-120-DP-1-CTS(36),24,2160,0,"RELEASE 2 - TYPE B4, B6, B8, M4, M6, M8 - SHIP WHEN READY",HiTec QC,Sacha Lempka,,,M6-NIV5,,1/28/2019 0:00,2/5/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,720,8,0,3,2160,24,,0,2019,2,6,1,Complete,TRUE,TRUE,,Done
75103-10,4,2/6/2019,1/14/2019,Machine Shop Finished,Regular,FALSE,75103,Priority,,FALSE,,10,1,1,1,TWRWLED-SL 90/10-1000-80-35-SO-4-W-120-DP-1,5,480,0,"RELEASE 2 - TYPE B4, B6, B8, M4, M6, M8 - SHIP WHEN READY",HiTec QC,Sacha Lempka,,,B4-NIV6,,1/28/2019 0:00,2/5/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,480,5,0,1,480,5,,0,2019,2,6,1,Complete,TRUE,TRUE,,Done
75103-11,4,2/6/2019,1/14/2019,Machine Shop Finished,Regular,FALSE,75103,Priority,,FALSE,,11,1,4,4,TWRWLED-SL 90/10-1000-80-35-SO-6-W-120-DP-1,32,2880,0,"RELEASE 2 - TYPE B4, B6, B8, M4, M6, M8 - SHIP WHEN READY",HiTec QC,Sacha Lempka,,,B6-NIV6,,1/28/2019 0:00,2/5/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,720,8,0,4,2880,32,,0,2019,2,6,1,Complete,TRUE,TRUE,,Done
75103-12,4,2/6/2019,1/14/2019,Machine Shop Finished,Regular,FALSE,75103,Priority,,FALSE,,12,1,1,1,TWRWLED-SL 90/10-1000-80-35-SO-8-W-120-DP-1,8,960,0,"RELEASE 2 - TYPE B4, B6, B8, M4, M6, M8 - SHIP WHEN READY",HiTec QC,Sacha Lempka,,,B8-NIV6,,1/28/2019 0:00,2/5/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,960,8,0,1,960,8,,0,2019,2,6,1,Complete,TRUE,TRUE,,Done
75103-13,4,2/6/2019,1/14/2019,Machine Shop Finished,Regular,FALSE,75103,Priority,,FALSE,,13,1,1,1,TWRLED-SL 90/10-1250-80-35-SO-4-W-120-DP-1-CTS(36),10,480,0,"RELEASE 2 - TYPE B4, B6, B8, M4, M6, M8 - SHIP WHEN READY",HiTec QC,Sacha Lempka,,,M4-NIV6,,1/28/2019 0:00,2/5/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,480,10,0,1,480,10,,0,2019,2,6,1,Complete,TRUE,TRUE,,Done
75103-14,4,2/6/2019,1/14/2019,Machine Shop Finished,Regular,FALSE,75103,Priority,,FALSE,,14,1,1,1,TWRLED-SL 90/10-1250-80-35-SO-6-W-120-DP-1-CTS(36),8,720,0,"RELEASE 2 - TYPE B4, B6, B8, M4, M6, M8 - SHIP WHEN READY",HiTec QC,Sacha Lempka,,,M6-NIV6,,1/28/2019 0:00,2/5/2019 0:00,FALSE,FALSE,OK,,,Machine Shop Finished -Ready,,720,8,0,1,720,8,,0,2019,2,6,1,Complete,TRUE,TRUE,,Done
