Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,Column12,Real Status,Completed Sections,Remaining Sections,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
78226-7,,Zahra,Regular,FALSE,78226,High Priority,7,1,0,1094,"F3C-18' 11""-18TH","BBPRLED-300-80-30-FL-18' 11""-W-UNV-DP-1+E(2)-TG9",08.02.2019,11.4,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,1,3,5,,,,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.19,0:10:22,3.8,364.6666667,3,11.4,1094,- ,Machine Shop Started,0,3,TRUE,FALSE,,Done,"BBPRLED-300-80-30-FL-18' 11""-W-UNV-DP-1+E(2)-TG9",BBPRLED,Order Flagged
78226-8,,Zahra,Regular,FALSE,78226,High Priority,8,1,0,4566,"F3C-73' 5""-18TH","BBPRLED-300-80-30-FL-73' 5""-W-UNV-DP-2+E(6)-TG9",08.02.2019,49.5,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,1,8,19,,,,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.825,0:45:03,6.1875,570.75,8,49.5,4566,- ,Machine Shop Started,0,8,TRUE,FALSE,,Done,"BBPRLED-300-80-30-FL-73' 5""-W-UNV-DP-2+E(6)-TG9",BBPRLED,Order Flagged
78226-9,,Zahra,Regular,FALSE,78226,High Priority,9,1,0,1776,F3C-28'-18TH,BBPRLED-300-80-30-FL-28'-W-UNV-DP-1+E(3)-TG9,08.02.2019,18.8,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,1,4,7,,,,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.313333333,0:17:06,4.7,444,4,18.8,1776,- ,Machine Shop Started,0,4,TRUE,FALSE,,Done,BBPRLED-300-80-30-FL-28'-W-UNV-DP-1+E(3)-TG9,BBPRLED,Order Flagged
78498-1,,Sacha,Regular,FALSE,78498,Regular,1,6,0,2070,L1A-3RD,BMRLED-600-80-35-FL-2-W-UNV-DP-1-DF,15.02.2019,28.8,Machine Shop Started,,,,,FALSE,,A - Regular,1,6,6,,,,NO,Machine Shop Started,Material+Cartridge,,,1,#REF!,Complete,0,FALSE,0,0.48,0:26:12,4.8,345,6,28.8,2070,- ,Machine Shop Started,0,6,TRUE,TRUE,,,BMRLED-600-80-35-FL-2-W-UNV-DP-1-DF,BMRLED,
78498-2,,Sacha,Regular,FALSE,78498,Regular,2,47,0,16215,L1B-3RD,BMRLED-600-80-35-FL-2-W-UNV-DP-1-TB9,15.02.2019,225.6,Machine Shop Started,,,,,FALSE,,A - Regular,1,47,47,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,3.76,3:25:18,4.8,345,47,225.6,16215,- ,Machine Shop Started,0,47,TRUE,TRUE,,,BMRLED-600-80-35-FL-2-W-UNV-DP-1-TB9,BMRLED,
78498-3,,Sacha,Regular,FALSE,78498,Regular,3,2,0,1030,L1D-6-3RD,BMRLED-750-80-35-FL-6-W-UNV-DP-1-TB9,15.02.2019,12.2,Machine Shop Started,,,,,FALSE,,A - Regular,1,2,4,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.203333333,0:11:06,6.1,515,2,12.2,1030,- ,Machine Shop Started,0,2,TRUE,TRUE,,,BMRLED-750-80-35-FL-6-W-UNV-DP-1-TB9,BMRLED,
78498-4,,Sacha,Regular,FALSE,78498,Regular,4,1,0,665,L1D-8-3RD,BMRLED-750-80-35-FL-8-W-UNV-DP-1-TB9,15.02.2019,6.1,Machine Shop Started,,,,,FALSE,,A - Regular,1,1,2,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.101666667,0:05:33,6.1,665,1,6.1,665,- ,Machine Shop Started,0,1,TRUE,TRUE,,,BMRLED-750-80-35-FL-8-W-UNV-DP-1-TB9,BMRLED,
78498-5,,Sacha,Regular,FALSE,78498,Regular,5,5,0,5575,L1D-14-3RD,BMRLED-750-80-35-FL-14-W-UNV-DP-1-TB9,15.02.2019,64.5,Machine Shop Started,,,,,FALSE,,A - Regular,1,10,20,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,1.075,0:58:42,6.45,557.5,10,64.5,5575,- ,Machine Shop Started,0,10,TRUE,TRUE,,,BMRLED-750-80-35-FL-14-W-UNV-DP-1-TB9,BMRLED,
78498-6,,Sacha,Regular,FALSE,78498,Regular,6,1,0,365,L2-2-3RD,BMRLED-600-80-35-ASO-2-W-UNV-DP-1-TB9,15.02.2019,4.8,Machine Shop Started,,,,,FALSE,,A - Regular,1,1,1,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.08,0:04:22,4.8,365,1,4.8,365,- ,Machine Shop Started,0,1,TRUE,FALSE,,,BMRLED-600-80-35-ASO-2-W-UNV-DP-1-TB9,BMRLED,
78498-7,,Sacha,Regular,FALSE,78498,Regular,7,1,0,530,L2-6-3RD,BMRLED-600-80-35-ASO-6-W-UNV-DP-1-TB9,15.02.2019,4.4,Machine Shop Started,,,,,FALSE,,A - Regular,1,1,1,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.073333333,0:04:00,4.4,530,1,4.4,530,- ,Machine Shop Started,0,1,TRUE,FALSE,,,BMRLED-600-80-35-ASO-6-W-UNV-DP-1-TB9,BMRLED,
78498-8,,Sacha,Regular,FALSE,78498,Regular,8,5,0,1725,P4-3RD,BMDLED-750-80-35-SO-2-W-UNV-DP-1-CT9(36),15.02.2019,24,Machine Shop Started,,,,,FALSE,,A - Regular,1,5,5,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.4,0:21:50,4.8,345,5,24,1725,- ,Machine Shop Started,0,5,TRUE,FALSE,,,BMDLED-750-80-35-SO-2-W-UNV-DP-1-CT9(36),BMDLED,
78694-1,,stanb,Regular,FALSE,78694,Regular,1,10,0,21160,D,BBDILED-400-750-90-35-SO-16-W-UNV-DP-1-CA(132),12.02.2019,230,Machine Shop Finished,,,,,FALSE,,A - Regular,1,20,80,,,,NO,Machine Shop Finished - Incomplete,Material+Cartridge,,,1,1,Partial Order,0,FALSE,0,3.833333333,3:29:18,11.5,1058,20,230,21160,- ,Machine Shop Finished,0,20,TRUE,TRUE,,Done,BBDILED-400-750-90-35-SO-16-W-UNV-DP-1-CA(132),BBDILED,
78694-2,,stanb,Regular,FALSE,78694,Regular,2,8,0,7384,K,BBRLED-1000-90-35-1.5M-8-W-UNV-DP-1-TB9,12.02.2019,37.6,Machine Shop Started,,,,,FALSE,,A - Regular,1,8,16,,,,NO,Machine Shop Started,Material+Cartridge,,,1,1,Partial Order,0,FALSE,0,0.626666667,0:34:13,4.7,923,8,37.6,7384,- ,Machine Shop Started,0,8,TRUE,FALSE,,Done,BBRLED-1000-90-35-1.5M-8-W-UNV-DP-1-TB9,BBRLED,
78694-3,,stanb,Regular,FALSE,78694,Regular,3,10,0,23865.28,DE,BBDILED-400-750-90-35-SO-16-W-UNV-DP-1-CA(132)-B1(BSL10LST),12.02.2019,270,Machine Shop Finished,,,,,FALSE,,A - Regular,1,20,80,,,,NO,Machine Shop Finished - Incomplete,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,4.5,4:05:42,13.5,1193.264,20,270,23865.28,- ,Machine Shop Finished,0,20,TRUE,TRUE,,Done,BBDILED-400-750-90-35-SO-16-W-UNV-DP-1-CA(132)-B1(BSL10LST),BBDILED,
78240-1,,JessicaP,Regular,FALSE,78240,Regular,1,9,0,7020,L3D/UA,STFC-SLI(4-250)-DML(4-225)-80-35-AL(4)-W-UNV-MD-1-CT15(36)-RC,14.02.2019,192.6,Scheduled/Released,,,,,FALSE,,C - Small,1,36,36,,,,NO,Scheduled/Released,Material+Cartridge,,,1,#REF!,Complete,0,FALSE,0,3.21,2:55:16,5.35,195,36,192.6,7020,- ,Scheduled/Released,0,36,FALSE,FALSE,,,STFC-SLI(4-250)-DML(4-225)-80-35-AL(4)-W-UNV-MD-1-CT15(36)-RC,STFC,
78240-2,,JessicaP,Regular,FALSE,78240,Regular,2,4,0,5120,L3D/UB,STFC-SLI(8-250)-DML(8-225)-80-35-AL(4)-W-UNV-MD-1-CT15(36)-RC,14.02.2019,85.6,Scheduled/Released,,,,,FALSE,,C - Small,1,16,16,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,1.426666667,1:17:54,5.35,320,16,85.6,5120,- ,Scheduled/Released,0,16,FALSE,FALSE,,,STFC-SLI(8-250)-DML(8-225)-80-35-AL(4)-W-UNV-MD-1-CT15(36)-RC,STFC,
78240-3,,JessicaP,Regular,FALSE,78240,Regular,3,3,0,3105,L3DA,STFC-NO-DML(6-600)-B(6)-80-35-AL(4)-BLK-UNV-MD-1-CA(180)-RC,14.02.2019,64.2,Scheduled/Released,,,,,FALSE,,C - Small,1,12,6,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,1.07,0:58:25,5.35,258.75,12,64.2,3105,- ,Scheduled/Released,0,12,FALSE,FALSE,,,STFC-NO-DML(6-600)-B(6)-80-35-AL(4)-BLK-UNV-MD-1-CA(180)-RC,STFC,
78240-4,,JessicaP,Regular,FALSE,78240,Regular,4,2,0,3350,L3DC,STFC-NO-DML(10-600)-B(10)-80-35-AL(4)-BLK-UNV-MD-1-CA(180)-RC,14.02.2019,63.6,Scheduled/Released,,,,,FALSE,,C - Small,1,8,4,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,1.06,0:57:53,7.95,418.75,8,63.6,3350,- ,Scheduled/Released,0,8,FALSE,FALSE,,,STFC-NO-DML(10-600)-B(10)-80-35-AL(4)-BLK-UNV-MD-1-CA(180)-RC,STFC,
78240-5,,JessicaP,Regular,FALSE,78240,Regular,5,1,0,1355,L3DB,STFC-NO-DML(8-600)-B(8)-80-35-AL(4)-BLK-UNV-MD-1-CA(180)-RC,14.02.2019,21.4,Scheduled/Released,,,,,FALSE,,C - Small,1,4,4,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.356666667,0:19:28,5.35,338.75,4,21.4,1355,- ,Scheduled/Released,0,4,FALSE,FALSE,,,STFC-NO-DML(8-600)-B(8)-80-35-AL(4)-BLK-UNV-MD-1-CA(180)-RC,STFC,
75090-1,,Rohan,Regular,FALSE,75090,Regular,1,1,0,1350,L6-10',TB-S-10-NL-T5HO-2-W-UNV-D(MARK7)-1-CA(36),11.02.2019,10,Machine Shop Started,,,,,FALSE,,A - Regular,1,1,3,,,,NO,Machine Shop Started,Material,,,1,1,Partial Order,0,FALSE,0,0.166666667,0:09:06,10,1350,1,10,1350,- ,Machine Shop Started,0,1,TRUE,FALSE,,,TB-S-10-NL-T5HO-2-W-UNV-D(MARK7)-1-CA(36),TB,
75090-2,,Rohan,Regular,FALSE,75090,Regular,2,2,0,4350,L7-15',ZESQDI-SL 50/50-1200-80-35-SO-15-AP-UNV-MD-1-CA(36),11.02.2019,37.4,Machine Shop Started,,,,,FALSE,,A - Regular,1,4,10,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.623333333,0:34:02,9.35,1087.5,4,37.4,4350,- ,Machine Shop Started,0,4,TRUE,FALSE,,,ZESQDI-SL 50/50-1200-80-35-SO-15-AP-UNV-MD-1-CA(36),ZESQDI,
75090-3,,Rohan,Regular,FALSE,75090,Regular,3,3,0,6600,"L9-7'10 1/2""","SKPE-10005-SL 60/40-CIR-AL(7'10 1/4"")-1000-80-35-SO-W-277-D-1-CTS(36)",11.02.2019,54,Machine Shop Started,,,,,FALSE,,A - Regular,1,12,24,,,,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.9,0:49:08,4.5,550,12,54,6600,- ,Machine Shop Started,0,12,TRUE,FALSE,,,"SKPE-10005-SL 60/40-CIR-AL(7'10 1/4"")-1000-80-35-SO-W-277-D-1-CTS(36)",SKPE,
75090-4,,Rohan,Regular,FALSE,75090,Regular,4,2,0,5800,L7-20',ZESQDI-SL 50/50-1200-80-35-SO-20-AP-UNV-MD-1-CA(36),11.02.2019,45.6,Machine Shop Started,,,,,FALSE,,A - Regular,1,4,14,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.76,0:41:30,11.4,1450,4,45.6,5800,- ,Machine Shop Started,0,4,TRUE,FALSE,,,ZESQDI-SL 50/50-1200-80-35-SO-20-AP-UNV-MD-1-CA(36),ZESQDI,
78798-1,,JoeB,Regular,FALSE,78798,Regular,1,8,0,3040,LF02-27TH FL,CLKLED-500-80-30-SO-4'-W-120-DP-1-TG9-FW(6),12.02.2019,36,Machine Shop Started,,,,,FALSE,,A - Regular,1,8,8,,,,NO,Machine Shop Started,Material,,,0,0,Partial Order,0,FALSE,0,0.6,0:32:46,4.5,380,8,36,3040,- ,Machine Shop Started,0,8,TRUE,FALSE,,,CLKLED-500-80-30-SO-4'-W-120-DP-1-TG9-FW(6),CLKLED,
78798-2,,JoeB,Regular,FALSE,78798,Regular,2,28,0,10640,LF02D-27TH FL,CLKLED-500-80-30-SO-4'-W-120-DP-1-TG9-FW(6),12.02.2019,126,Machine Shop Started,,,,,FALSE,,A - Regular,1,28,28,,,,NO,Machine Shop Started,Material,,,0,0,Partial Order,0,FALSE,0,2.1,1:54:40,4.5,380,28,126,10640,- ,Machine Shop Started,0,28,TRUE,FALSE,,,CLKLED-500-80-30-SO-4'-W-120-DP-1-TG9-FW(6),CLKLED,
74294-4,,Joshua,Regular,FALSE,74294,Regular,4,4,0,13000,L20A,CCH-SL-700-90-TC1680-CP(26)-W-UNV-DMX-1-C,08.01.2019,141.68,Machine Shop Finished,,Picked - Complete,27.12.2018,03.01.2019,FALSE,,A - Regular,1,32,32,Picked - Complete,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,,,1,#REF!,Complete,Shortage,FALSE,Shortage,2.361333333,2:08:56,4.4275,406.25,32,141.68,13000,- ,Machine Shop Finished,0,32,TRUE,TRUE,Ready,Done,CCH-SL-700-90-TC1680-CP(26)-W-UNV-DMX-1-C,CCH,Order Flagged
75668-2,,Anil,Replacement,FALSE,75668,High Priority,2,4,13420,13420,"TL-3'6""X7' - REPLACE",SCDIPAT-REC-90(4)-500-400-80-35-NO-FL-21'-NL-BLK-UNV-DP-1-CT9(48),31.01.2019,128,Wiring Started,Fixtures are cracking - Issues with the welding - Needed first week of February.,Picked - Complete,23.01.2019,28.01.2019,FALSE,,A - Regular,1,4,32,Picked - Complete,Picked - Complete,Picked - Complete,#N/A,Wiring Started,,01.02.2019,,1,#REF!,Complete,, ,,2.133333333,1:56:29,32,3355,4,128,13420,31.01.2019,x,5,-1,TRUE,TRUE,Ready,Done,SCDIPAT-REC-90(4)-500-400-80-35-NO-FL-21'-NL-BLK-UNV-DP-1-CT9(48),SCDIPAT,
75668-3,,Anil,Replacement,FALSE,75668,High Priority,3,2,10000,10000,TL-4X18 - REPLACE,SCDIPAT-REC-90(4)-500-400-80-35-NO-FL-44'-NL-BLK-UNV-DP-1-CT9(48),31.01.2019,120,Wiring Started,Fixtures are cracking - Issues with the welding - Needed first week of February.,Picked - Complete,23.01.2019,28.01.2019,TRUE,,A - Regular,1,4,40,Picked - Complete,Picked - Complete,Picked - Complete,#N/A,Wiring Started,,01.02.2019,,0,#REF!,Complete,, ,,2,1:49:12,30,2500,4,120,10000,31.01.2019,x,1,3,TRUE,TRUE,Ready,Done,SCDIPAT-REC-90(4)-500-400-80-35-NO-FL-44'-NL-BLK-UNV-DP-1-CT9(48),SCDIPAT,
75668-4,,Anil,Replacement,FALSE,75668,High Priority,4,1,3885,3885,"TL-3'6""X11 - REPLACE",SCDIPAT-REC-90(4)-500-400-80-35-NO-FL-29-NL-BLK-UNV-DP-1-CT9(48),31.01.2019,38,Wiring Started,Fixtures are cracking - Issues with the welding - Needed first week of February.,Picked - Complete,23.01.2019,28.01.2019,TRUE,,A - Regular,1,1,12,Picked - Complete,Picked - Complete,Picked - Complete,#N/A,Wiring Started,,01.02.2019,,0,#REF!,Complete,, ,,0.633333333,0:34:35,38,3885,1,38,3885,31.01.2019,x,1,0,TRUE,TRUE,Ready,Done,SCDIPAT-REC-90(4)-500-400-80-35-NO-FL-29-NL-BLK-UNV-DP-1-CT9(48),SCDIPAT,
75668-5,,Anil,Replacement,FALSE,75668,High Priority,5,2,6970,6970,"TL-3'6""X9 - REPLACE",SCDIPAT-REC-90(4)-500-400-80-35-NO-FL-25-NL-BLK-UNV-DP-1-CT9(48),31.01.2019,76,Wiring Started,Fixtures are cracking - Issues with the welding - Needed first week of February.,Picked - Complete,23.01.2019,28.01.2019,FALSE,,A - Regular,1,2,24,Picked - Complete,Picked - Complete,Picked - Complete,#N/A,Wiring Started,,01.02.2019,,0,#REF!,Complete,, ,,1.266666667,1:09:10,38,3485,2,76,6970,31.01.2019,x,2,0,TRUE,TRUE,Ready,Done,SCDIPAT-REC-90(4)-500-400-80-35-NO-FL-25-NL-BLK-UNV-DP-1-CT9(48),SCDIPAT,
75668-6,,Anil,Replacement,FALSE,75668,High Priority,6,2,7370,7370,"T3'6""X10' - REPLACE",SCDIPAT-REC-90(4)-500-400-80-35-NO-FL-27'-NL-BLK-UNV-DP-1-CT9(48),31.01.2019,76,Wiring Started,Fixtures are cracking - Issues with the welding - Needed first week of February.,Picked - Complete,23.01.2019,28.01.2019,TRUE,,A - Regular,1,2,24,Picked - Complete,Picked - Complete,Picked - Complete,#N/A,Wiring Started,,01.02.2019,,0,#REF!,Complete,, ,,1.266666667,1:09:10,38,3685,2,76,7370,31.01.2019,x,3,-1,TRUE,TRUE,Ready,Done,SCDIPAT-REC-90(4)-500-400-80-35-NO-FL-27'-NL-BLK-UNV-DP-1-CT9(48),SCDIPAT,
75668-7,,Anil,Replacement,FALSE,75668,High Priority,7,2,11178,11178,TL-8’6”X16’ - REPLACE,SCDIPAT-REC-90(4)-500-400-80-35-NO-FL-49'-NL-BLK-UNV-DP-1-CT9(48),31.01.2019,160,Wiring Started,Fixtures are cracking - Issues with the welding - Needed first week of February.,Picked - Complete,23.01.2019,28.01.2019,FALSE,,A - Regular,1,4,24,Picked - Complete,Picked - Complete,Picked - Complete,#N/A,Wiring Started,,01.02.2019,,0,#REF!,Complete,, ,,2.666666667,2:25:36,40,2794.5,4,160,11178,31.01.2019,x,3,1,TRUE,TRUE,Ready,Done,SCDIPAT-REC-90(4)-500-400-80-35-NO-FL-49'-NL-BLK-UNV-DP-1-CT9(48),SCDIPAT,
78105-1,,Zahra,Regular,FALSE,78105,Regular,1,1,0,2761,C-24',"TB3DILED-400-400-90-30-0.25G-0.25G-24'-W-UNV-DP-2-CA(48"")",15.02.2019,26,Machine Shop Started,,,,,FALSE,,A - Regular,1,2,12,,,,NO,Machine Shop Started,Material+Cartridge,,,1,#REF!,Complete,0,FALSE,0,0.433333333,0:23:40,13,1380.5,2,26,2761,- ,Machine Shop Started,0,2,FALSE,FALSE,,,"TB3DILED-400-400-90-30-0.25G-0.25G-24'-W-UNV-DP-2-CA(48"")",TB3DILED,
78105-2,,Zahra,Regular,FALSE,78105,Regular,2,1,0,937,C-8',"TB3DILED-400-400-90-30-0.25G-0.25G-8'-W-UNV-DP-2-CA(48"")",15.02.2019,9,Machine Shop Started,,,,,FALSE,,A - Regular,1,1,4,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.15,0:08:11,9,937,1,9,937,- ,Machine Shop Started,0,1,FALSE,FALSE,,,"TB3DILED-400-400-90-30-0.25G-0.25G-8'-W-UNV-DP-2-CA(48"")",TB3DILED,
78105-3,,Zahra,Regular,FALSE,78105,Regular,3,1,0,3673,C-32',"TB3DILED-400-400-90-30-0.25G-0.25G-32'-W-UNV-DP-2-CA(48"")",15.02.2019,35.7,Machine Shop Started,,,,,FALSE,,A - Regular,1,3,18,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.595,0:32:29,11.9,1224.333333,3,35.7,3673,- ,Machine Shop Started,0,3,FALSE,FALSE,,,"TB3DILED-400-400-90-30-0.25G-0.25G-32'-W-UNV-DP-2-CA(48"")",TB3DILED,
78105-4,,Zahra,Regular,FALSE,78105,Regular,4,1,0,2305,C-20',"TB3DILED-400-400-90-30-0.25G-0.25G-20'-W-UNV-DP-2-CA(48"")",15.02.2019,23,Machine Shop Started,,,,,FALSE,,A - Regular,1,2,12,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.383333333,0:20:56,11.5,1152.5,2,23,2305,- ,Machine Shop Started,0,2,FALSE,FALSE,,,"TB3DILED-400-400-90-30-0.25G-0.25G-20'-W-UNV-DP-2-CA(48"")",TB3DILED,
78105-5,,Zahra,Regular,FALSE,78105,Regular,5,3,0,9651,C-28',"TB3DILED-400-400-90-30-0.25G-0.25G-28'-W-UNV-DP-2-CA(48"")",15.02.2019,97.5,Machine Shop Started,,,,,FALSE,,A - Regular,1,9,42,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,1.625,1:28:44,10.83333333,1072.333333,9,97.5,9651,- ,Machine Shop Started,0,9,FALSE,FALSE,,,"TB3DILED-400-400-90-30-0.25G-0.25G-28'-W-UNV-DP-2-CA(48"")",TB3DILED,
78105-6,,Zahra,Regular,FALSE,78105,Regular,6,4,0,3748,D-8',"TB3DILED-400-1000-90-30-0.25G-0.25G-8'-W-UNV-DP-2-CA(48"")",15.02.2019,36,Machine Shop Started,,,,,FALSE,,A - Regular,1,4,16,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.6,0:32:46,9,937,4,36,3748,- ,Machine Shop Started,0,4,FALSE,FALSE,,,"TB3DILED-400-1000-90-30-0.25G-0.25G-8'-W-UNV-DP-2-CA(48"")",TB3DILED,
78105-7,,Zahra,Regular,FALSE,78105,Regular,7,3,0,2127,D-6',"TB3DILED-400-1000-90-30-0.25G-0.25G-6'-W-UNV-DP-2-CA(48"")",15.02.2019,27,Machine Shop Started,,,,,FALSE,,A - Regular,1,3,9,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.45,0:24:34,9,709,3,27,2127,- ,Machine Shop Started,0,3,FALSE,FALSE,,,"TB3DILED-400-1000-90-30-0.25G-0.25G-6'-W-UNV-DP-2-CA(48"")",TB3DILED,
78105-8,,Zahra,Regular,FALSE,78105,Regular,8,1,0,720,J-8',"WW-SL-750-90-30-8'-W-UNV-DP-1-CA(48"")",15.02.2019,6.8,Machine Shop Started,,,,,FALSE,,A - Regular,1,1,2,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.113333333,0:06:11,6.8,720,1,6.8,720,- ,Machine Shop Started,0,1,FALSE,FALSE,,,"WW-SL-750-90-30-8'-W-UNV-DP-1-CA(48"")",WW,
77432-1,,Gagandeep,Regular,FALSE,77432,High Priority,1,20,0,5920,"F22-4'-0""",BRLED-400-80-35-FL-4-W-UNV-DP-1-DS,13.02.2019,78,Machine Shop Started,Order re-scheduled must ship.,Picked - Complete,,,FALSE,,A - Regular,1,20,20,,,,NO,Machine Shop Started,Material+Cartridge,,,1,#REF!,Complete,0,FALSE,0,1.3,1:10:59,3.9,296,20,78,5920,- ,Machine Shop Started,0,20,TRUE,FALSE,,,BRLED-400-80-35-FL-4-W-UNV-DP-1-DS,BRLED,Order Flagged
77432-2,,Gagandeep,Regular,FALSE,77432,High Priority,2,16,0,7072,"F22A-6'-0""",BRLED-400-80-35-FL-6-W-UNV-DP-1-DS,13.02.2019,116.8,Machine Shop Started,Order re-scheduled must ship.,Picked - Complete,,,FALSE,,A - Regular,1,16,16,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,1.946666667,1:46:17,7.3,442,16,116.8,7072,- ,Machine Shop Started,0,16,TRUE,FALSE,,,BRLED-400-80-35-FL-6-W-UNV-DP-1-DS,BRLED,Order Flagged
77432-3,,Gagandeep,Regular,FALSE,77432,High Priority,3,14,0,24766,"F27-24'-0""","BDLED-400-80-35-SO-24'6""-W-UNV-DP-1-CA(60)",13.02.2019,343,Machine Shop Started,Order re-scheduled must ship.,Picked - Complete,,,FALSE,,A - Regular,1,42,84,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,5.716666667,5:12:08,8.166666667,589.6666667,42,343,24766,- ,Machine Shop Started,0,42,TRUE,TRUE,,,"BDLED-400-80-35-SO-24'6""-W-UNV-DP-1-CA(60)",BDLED,Order Flagged
77432-4,,Gagandeep,Regular,FALSE,77432,High Priority,4,8,0,5296,"F44-6'-0""","BRLED-750-80-35-FL-6' 0""-DMLED(2)-C(RAL#7004)-UNV-DP-2-D",13.02.2019,78.4,Machine Shop Started,Order re-scheduled must ship.,Picked - Complete,,,FALSE,,A - Regular,1,8,16,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,Shortage,FALSE,Shortage,1.306666667,1:11:21,9.8,662,8,78.4,5296,- ,Machine Shop Started,0,8,FALSE,FALSE,,,"BRLED-750-80-35-FL-6' 0""-DMLED(2)-C(RAL#7004)-UNV-DP-2-D",BRLED,Order Flagged
77432-5,,Gagandeep,Regular,FALSE,77432,High Priority,5,6,0,3972,"F45-6'-0""","BRLED-1000-80-35-FL-6' 0""-DMLED(2)-C(RAL#7004)-UNV-DP-2-D",13.02.2019,58.8,Machine Shop Started,Order re-scheduled must ship.,Picked - Complete,,,FALSE,,A - Regular,1,6,12,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.98,0:53:30,9.8,662,6,58.8,3972,- ,Machine Shop Started,0,6,FALSE,FALSE,,,"BRLED-1000-80-35-FL-6' 0""-DMLED(2)-C(RAL#7004)-UNV-DP-2-D",BRLED,Order Flagged
77432-6,,Gagandeep,Regular,FALSE,77432,High Priority,6,4,0,2360,"F45A-8'-0""",BRLED-750-80-35-FL-8-C(RAL#7004)-UNV-DP-1-D,13.02.2019,25.6,Machine Shop Started,Order re-scheduled must ship.,Picked - Complete,,,FALSE,,A - Regular,1,4,8,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.426666667,0:23:18,6.4,590,4,25.6,2360,- ,Machine Shop Started,0,4,FALSE,FALSE,,,BRLED-750-80-35-FL-8-C(RAL#7004)-UNV-DP-1-D,BRLED,Order Flagged
